student_id,theta,alpha,phi,s,g,tau,h
9012,0.816,0.393,0.044,0.149,0.174,0.626,0.866
9013,0.392,0.616,0.394,0.135,0.08,0.562,0.926
9014,0.61,0.169,0.185,0.125,0.142,1.763,0.65
9015,0.744,0.224,0.14,0.118,0.109,0.69,0.119
9016,0.613,0.745,0.095,0.039,0.068,1.283,0.383
9017,0.624,0.06,0.128,0.077,0.037,1.378,0.294
9018,0.563,0.167,0.222,0.111,0.155,0.983,0.678
9019,0.471,0.237,0.184,0.027,0.19,1.454,0.422
9020,0.408,0.149,0.065,0.144,0.15,0.854,0.292
9021,0.71,0.505,0.087,0.008,0.178,0.85,0.687
9022,0.572,0.39,0.261,0.133,0.036,1.197,0.385
9023,0.613,0.219,0.119,0.052,0.139,0.555,0.481
9024,0.748,0.069,0.197,0.027,0.079,1.867,0.9
9025,0.798,0.137,0.316,0.071,0.011,0.831,0.576
9026,0.536,0.144,0.221,0.081,0.182,1.758,0.672
9027,0.73,0.444,0.036,0.009,0.043,0.594,0.9
9028,0.69,0.483,0.166,0.164,0.143,1.587,0.62
9029,0.671,0.304,0.117,0.139,0.144,1.896,0.856
9030,0.715,0.198,0.081,0.19,0.061,0.506,0.631
9031,0.883,0.318,0.278,0.126,0.183,1.275,0.334
9032,0.744,0.495,0.143,0.168,0.113,0.82,0.206
9033,0.738,0.087,0.014,0.119,0.092,1.525,0.284
9034,0.714,0.131,0.321,0.17,0.066,0.974,0.654
9035,0.77,0.079,0.258,0.108,0.192,1.988,0.434
9036,0.61,0.57,0.122,0.194,0.099,1.401,0.645
9037,0.741,0.299,0.283,0.193,0.072,1.671,0.442
9038,0.699,0.15,0.077,0.017,0.102,1.573,0.644
9039,0.674,0.215,0.251,0.091,0.038,1.304,0.483
9040,0.871,0.438,0.179,0.114,0.056,1.18,0.107
9041,0.634,0.255,0.104,0.16,0.11,0.519,0.413
9042,0.659,0.31,0.201,0.007,0.197,1.568,0.592
9043,0.581,0.202,0.317,0.012,0.106,1.04,0.81
9044,0.835,0.777,0.188,0.177,0.015,0.947,0.498
9045,0.627,0.415,0.068,0.093,0.174,1.317,0.882
9046,0.626,0.238,0.37,0.114,0.189,0.889,0.281
9047,0.759,0.416,0.131,0.188,0.025,0.54,0.853
9048,0.547,0.198,0.119,0.005,0.149,0.719,0.748
9049,0.572,0.193,0.07,0.062,0.056,0.606,0.183
9050,0.755,0.435,0.213,0.159,0.114,1.162,0.185
9051,0.744,0.294,0.132,0.074,0.131,0.532,0.968
9052,0.338,0.499,0.055,0.015,0.008,1.595,0.593
9053,0.807,0.378,0.288,0.114,0.071,0.563,0.394
9054,0.613,0.568,0.3,0.09,0.12,1.775,0.842
9055,0.91,0.633,0.177,0.064,0.174,1.491,0.468
9056,0.778,0.243,0.091,0.024,0.133,1.066,0.007
9057,0.611,0.124,0.051,0.123,0.015,0.869,0.248
9058,0.451,0.178,0.065,0.191,0.041,1.005,0.888
9059,0.532,0.438,0.14,0.18,0.08,0.644,0.26
9060,0.358,0.139,0.165,0.014,0.178,0.843,0.281
9061,0.763,0.29,0.238,0.096,0.184,1.577,0.026
9062,0.703,0.201,0.156,0.2,0.059,1.379,0.628
9063,0.481,0.233,0.041,0.174,0.15,1.64,0.637
9064,0.751,0.417,0.125,0.197,0.053,1.341,0.568
9065,0.661,0.074,0.112,0.157,0.144,1.437,0.845
9066,0.702,0.084,0.23,0.027,0.198,0.959,0.627
9067,0.761,0.498,0.297,0.111,0.027,1.155,0.46
9068,0.478,0.303,0.093,0.033,0.029,1.605,0.809
9069,0.788,0.247,0.165,0.012,0.143,1.892,0.929
9070,0.606,0.652,0.346,0.152,0.013,1.305,0.189
9071,0.273,0.202,0.51,0.163,0.129,1.407,0.503
9072,0.613,0.356,0.296,0.107,0.092,1.35,0.522
9073,0.82,0.281,0.224,0.033,0.072,1.348,0.536
9074,0.672,0.35,0.156,0.134,0.057,1.355,0.496
9075,0.71,0.391,0.13,0.139,0.147,0.996,0.026
9076,0.829,0.298,0.301,0.062,0.102,0.991,0.387
9077,0.781,0.267,0.067,0.042,0.086,1.394,0.618
9078,0.915,0.128,0.074,0.074,0.042,1.159,0.932
9079,0.651,0.474,0.236,0.198,0.027,1.233,0.662
9080,0.703,0.232,0.098,0.152,0.077,1.951,0.27
9081,0.265,0.037,0.11,0.074,0.084,0.818,0.795
9082,0.446,0.169,0.193,0.148,0.115,1.253,0.499
9083,0.827,0.099,0.258,0.163,0.198,0.85,0.995
9084,0.841,0.557,0.179,0.117,0.119,1.098,0.336
9085,0.65,0.176,0.104,0.004,0.046,0.826,0.942
9086,0.527,0.188,0.071,0.148,0.157,1.44,0.663
9087,0.676,0.301,0.116,0.172,0.176,1.113,0.975
9088,0.536,0.741,0.126,0.067,0.091,1.715,0.275
9089,0.556,0.212,0.249,0.002,0.035,1.997,0.679
9090,0.629,0.617,0.211,0.07,0.043,1.231,0.077
9091,0.636,0.274,0.058,0.019,0.183,1.557,0.162
9092,0.836,0.515,0.091,0.045,0.137,1.752,0.806
9093,0.511,0.194,0.281,0.178,0.168,1.082,0.674
9094,0.779,0.046,0.231,0.187,0.063,1.638,0.574
9095,0.499,0.238,0.362,0.125,0.136,0.895,0.572
9096,0.501,0.381,0.131,0.085,0.157,1.395,0.776
9097,0.89,0.097,0.161,0.148,0.097,0.994,0.48
9098,0.567,0.314,0.058,0.129,0.075,1.307,0.711
9099,0.175,0.169,0.231,0.065,0.094,1.462,0.251
9100,0.475,0.448,0.154,0.006,0.143,1.143,0.091
9101,0.711,0.353,0.051,0.105,0.13,0.759,0.823
9102,0.592,0.076,0.198,0.017,0.145,1.915,0.187
9103,0.337,0.281,0.192,0.049,0.073,1.698,0.358
9104,0.681,0.405,0.162,0.071,0.077,0.673,0.68
9105,0.508,0.12,0.139,0.175,0.057,1.957,0.085
9106,0.806,0.095,0.044,0.0,0.016,0.616,0.914
9107,0.619,0.153,0.199,0.094,0.137,1.165,0.944
9108,0.714,0.202,0.286,0.121,0.062,1.972,0.017
9109,0.69,0.237,0.081,0.194,0.007,1.118,0.456
9110,0.746,0.322,0.367,0.166,0.097,0.853,0.772
9111,0.666,0.249,0.23,0.003,0.11,1.339,0.061
9112,0.623,0.41,0.138,0.165,0.048,1.706,0.482
9113,0.901,0.517,0.303,0.034,0.12,1.396,0.052
9114,0.578,0.401,0.113,0.159,0.139,1.059,0.648
9115,0.802,0.184,0.093,0.08,0.119,1.504,0.037
9116,0.62,0.136,0.159,0.074,0.112,1.475,0.584
9117,0.692,0.491,0.047,0.036,0.02,1.263,0.539
9118,0.442,0.458,0.341,0.117,0.086,1.603,0.393
9119,0.856,0.38,0.225,0.028,0.132,1.104,0.64
9120,0.531,0.374,0.04,0.177,0.074,1.317,0.771
9121,0.38,0.155,0.032,0.123,0.088,1.082,0.348
9122,0.898,0.307,0.656,0.048,0.008,1.471,0.976
9123,0.741,0.118,0.364,0.118,0.185,0.691,0.559
9124,0.756,0.118,0.087,0.136,0.159,0.566,0.936
9125,0.435,0.124,0.229,0.107,0.008,1.21,0.744
9126,0.589,0.146,0.292,0.116,0.068,1.512,0.454
9127,0.629,0.089,0.256,0.012,0.188,1.217,0.249
9128,0.643,0.23,0.139,0.153,0.045,1.834,0.816
9129,0.6,0.667,0.328,0.144,0.196,1.592,0.81
9130,0.427,0.072,0.252,0.199,0.066,1.707,0.994
9131,0.67,0.225,0.03,0.008,0.069,1.195,0.657
9132,0.526,0.353,0.095,0.152,0.178,1.571,0.097
9133,0.442,0.387,0.201,0.003,0.117,1.146,0.831
9134,0.572,0.311,0.062,0.098,0.068,0.681,0.345
9135,0.498,0.338,0.18,0.115,0.135,0.718,0.941
9136,0.569,0.237,0.203,0.007,0.013,0.691,0.536
9137,0.769,0.378,0.17,0.137,0.108,1.995,0.941
9138,0.576,0.096,0.211,0.082,0.041,0.508,0.692
9139,0.482,0.309,0.287,0.034,0.034,0.852,0.263
9140,0.574,0.671,0.226,0.053,0.132,0.632,0.658
9141,0.444,0.044,0.127,0.088,0.082,1.533,0.092
9142,0.758,0.104,0.057,0.084,0.111,1.454,0.774
9143,0.423,0.133,0.151,0.119,0.102,0.586,0.691
9144,0.732,0.133,0.051,0.023,0.039,0.562,0.402
9145,0.764,0.134,0.272,0.14,0.006,1.358,0.333
9146,0.657,0.032,0.263,0.182,0.132,1.848,0.798
9147,0.833,0.043,0.051,0.026,0.051,1.681,0.515
9148,0.948,0.505,0.19,0.116,0.195,1.399,0.568
9149,0.782,0.245,0.14,0.009,0.03,1.055,0.316
9150,0.779,0.319,0.166,0.185,0.056,1.032,0.12
9151,0.52,0.584,0.181,0.078,0.002,1.946,0.952
9152,0.831,0.198,0.484,0.062,0.034,1.776,0.042
9153,0.542,0.406,0.176,0.126,0.167,1.699,0.92
9154,0.861,0.241,0.243,0.167,0.041,0.742,0.85
9155,0.502,0.637,0.109,0.093,0.094,1.204,0.581
9156,0.848,0.438,0.39,0.199,0.172,0.907,0.274
9157,0.349,0.341,0.322,0.082,0.185,1.204,0.861
9158,0.55,0.392,0.195,0.156,0.061,1.483,0.791
9159,0.435,0.237,0.227,0.082,0.148,1.409,0.613
9160,0.316,0.296,0.389,0.159,0.146,1.113,0.042
9161,0.413,0.485,0.008,0.016,0.19,0.876,0.211
9162,0.572,0.346,0.172,0.183,0.146,1.674,0.888
9163,0.398,0.248,0.277,0.056,0.02,0.946,0.101
9164,0.465,0.43,0.12,0.07,0.038,0.575,0.144
9165,0.882,0.555,0.13,0.068,0.06,0.927,0.09
9166,0.723,0.226,0.116,0.028,0.157,0.507,0.673
9167,0.617,0.108,0.049,0.088,0.131,1.639,0.436
9168,0.535,0.069,0.268,0.12,0.031,1.69,0.009
9169,0.288,0.372,0.498,0.163,0.151,1.58,0.118
9170,0.374,0.402,0.304,0.194,0.193,1.121,0.284
9171,0.589,0.313,0.156,0.076,0.133,1.965,0.187
9172,0.773,0.285,0.093,0.014,0.034,0.851,0.025
9173,0.352,0.233,0.163,0.014,0.154,1.654,0.755
9174,0.548,0.118,0.163,0.018,0.173,1.391,0.109
9175,0.608,0.592,0.143,0.075,0.077,1.821,0.747
9176,0.678,0.308,0.221,0.082,0.034,0.877,0.352
9177,0.509,0.378,0.134,0.188,0.121,1.002,0.379
9178,0.713,0.182,0.115,0.161,0.108,1.924,0.817
9179,0.884,0.312,0.145,0.16,0.116,1.885,0.523
9180,0.361,0.089,0.211,0.079,0.148,0.635,0.21
9181,0.852,0.438,0.199,0.17,0.1,0.528,0.745
9182,0.708,0.063,0.072,0.074,0.189,0.571,0.515
9183,0.838,0.126,0.379,0.147,0.062,0.619,0.941
9184,0.593,0.136,0.343,0.18,0.142,1.217,0.291
9185,0.65,0.214,0.175,0.16,0.173,1.829,0.645
9186,0.361,0.476,0.339,0.104,0.16,1.037,0.42
9187,0.519,0.164,0.313,0.13,0.177,1.913,0.495
9188,0.668,0.509,0.421,0.009,0.088,1.215,0.49
9189,0.592,0.609,0.285,0.186,0.001,1.375,0.814
9190,0.379,0.391,0.161,0.074,0.198,1.579,0.535
9191,0.372,0.261,0.379,0.019,0.017,0.529,0.926
9192,0.722,0.32,0.113,0.046,0.023,1.537,0.465
9193,0.892,0.08,0.156,0.182,0.117,1.989,0.05
9194,0.284,0.16,0.211,0.193,0.144,1.911,0.271
9195,0.531,0.334,0.272,0.017,0.152,1.769,0.588
9196,0.707,0.08,0.371,0.188,0.05,1.637,0.294
9197,0.57,0.112,0.243,0.015,0.05,1.884,0.532
9198,0.521,0.363,0.17,0.172,0.167,0.74,0.785
9199,0.825,0.129,0.029,0.051,0.04,0.93,0.125
9200,0.611,0.235,0.435,0.159,0.08,1.634,0.525
9201,0.383,0.212,0.148,0.001,0.029,1.956,0.829
9202,0.692,0.138,0.125,0.06,0.151,1.783,0.33
9203,0.648,0.265,0.16,0.074,0.106,0.891,0.719
9204,0.531,0.441,0.031,0.049,0.041,1.931,0.31
9205,0.696,0.051,0.25,0.127,0.145,1.969,0.848
9206,0.609,0.462,0.064,0.062,0.074,0.703,0.119
9207,0.541,0.212,0.093,0.043,0.022,0.886,0.357
9208,0.553,0.139,0.042,0.144,0.09,1.906,0.841
9209,0.45,0.036,0.17,0.053,0.007,0.776,0.753
9210,0.486,0.121,0.205,0.135,0.172,0.645,0.623
9211,0.914,0.249,0.172,0.138,0.12,0.514,0.859
9212,0.605,0.16,0.169,0.178,0.055,1.467,0.36
9213,0.853,0.362,0.103,0.12,0.014,0.728,0.091
9214,0.529,0.108,0.079,0.029,0.182,1.384,0.621
9215,0.537,0.117,0.08,0.119,0.038,1.605,0.785
9216,0.489,0.135,0.252,0.085,0.017,0.599,0.216
9217,0.697,0.32,0.351,0.042,0.179,0.712,0.599
9218,0.53,0.246,0.167,0.1,0.194,1.867,0.6
9219,0.747,0.295,0.106,0.119,0.058,0.764,0.339
9220,0.693,0.21,0.155,0.019,0.014,0.7,0.922
9221,0.595,0.082,0.055,0.128,0.074,1.721,0.888
9222,0.84,0.207,0.156,0.029,0.197,1.378,0.555
9223,0.813,0.266,0.272,0.048,0.054,1.204,0.097
9224,0.726,0.3,0.086,0.079,0.04,0.882,0.1
9225,0.628,0.548,0.102,0.145,0.189,1.937,0.864
9226,0.806,0.356,0.083,0.021,0.136,0.795,0.285
9227,0.714,0.348,0.127,0.127,0.193,0.598,0.733
9228,0.745,0.381,0.016,0.028,0.121,1.419,0.245
9229,0.47,0.544,0.112,0.185,0.141,0.535,0.465
9230,0.772,0.501,0.063,0.168,0.04,1.571,0.249
9231,0.445,0.659,0.204,0.086,0.138,1.194,0.989
9232,0.475,0.074,0.227,0.165,0.132,0.647,0.244
9233,0.812,0.343,0.211,0.195,0.025,1.584,0.028
9234,0.508,0.165,0.138,0.074,0.106,0.936,0.088
9235,0.729,0.306,0.143,0.078,0.009,1.901,0.679
9236,0.883,0.307,0.376,0.019,0.177,1.202,0.847
9237,0.673,0.245,0.146,0.195,0.115,1.234,0.698
9238,0.572,0.44,0.234,0.132,0.113,1.538,0.236
9239,0.705,0.11,0.524,0.076,0.187,1.961,0.528
9240,0.389,0.411,0.44,0.002,0.179,1.565,0.369
9241,0.623,0.316,0.167,0.082,0.036,1.53,0.006
9242,0.401,0.158,0.388,0.054,0.123,1.261,0.324
9243,0.452,0.268,0.296,0.014,0.17,1.99,0.308
9244,0.811,0.08,0.243,0.1,0.057,1.95,0.543
9245,0.803,0.583,0.488,0.162,0.122,1.599,0.871
9246,0.766,0.299,0.081,0.178,0.177,1.161,0.969
9247,0.265,0.164,0.148,0.146,0.16,1.12,0.935
9248,0.669,0.378,0.101,0.191,0.12,1.312,0.594
9249,0.473,0.608,0.135,0.128,0.028,0.572,0.886
9250,0.439,0.453,0.288,0.074,0.011,0.756,0.232
9251,0.449,0.109,0.058,0.133,0.186,0.524,0.646
9252,0.644,0.112,0.131,0.146,0.037,0.931,0.491
9253,0.645,0.555,0.187,0.122,0.137,1.438,0.484
9254,0.721,0.194,0.01,0.105,0.139,1.506,0.113
9255,0.615,0.17,0.315,0.073,0.163,0.785,0.193
9256,0.658,0.206,0.136,0.132,0.196,1.387,0.145
9257,0.362,0.296,0.083,0.175,0.108,0.662,0.324
9258,0.624,0.339,0.199,0.061,0.009,1.971,0.814
9259,0.749,0.099,0.446,0.09,0.117,1.875,0.098
9260,0.786,0.276,0.199,0.065,0.054,1.843,0.568
9261,0.846,0.501,0.296,0.105,0.107,1.235,0.007
9262,0.64,0.628,0.244,0.166,0.139,1.172,0.203
9263,0.787,0.36,0.107,0.051,0.085,1.298,0.462
9264,0.677,0.031,0.106,0.181,0.199,1.722,0.194
9265,0.53,0.3,0.381,0.113,0.07,1.931,0.034
9266,0.586,0.164,0.588,0.163,0.109,1.041,0.877
9267,0.563,0.591,0.179,0.127,0.196,1.354,0.105
9268,0.486,0.337,0.022,0.01,0.181,0.936,0.515
9269,0.549,0.058,0.292,0.1,0.158,1.976,0.937
9270,0.439,0.194,0.354,0.004,0.03,1.497,0.071
9271,0.68,0.263,0.085,0.097,0.165,1.038,0.566
9272,0.806,0.228,0.154,0.115,0.173,1.94,0.919
9273,0.409,0.099,0.334,0.138,0.129,1.198,0.966
9274,0.433,0.362,0.197,0.186,0.035,1.796,0.161
9275,0.541,0.144,0.155,0.079,0.054,1.991,0.062
9276,0.749,0.241,0.069,0.136,0.025,0.625,0.681
9277,0.611,0.028,0.198,0.062,0.197,0.962,0.756
9278,0.746,0.2,0.362,0.012,0.086,1.014,0.074
9279,0.824,0.286,0.152,0.078,0.109,0.948,0.526
9280,0.562,0.256,0.19,0.027,0.072,0.57,0.482
9281,0.611,0.767,0.234,0.065,0.143,0.616,0.869
9282,0.814,0.428,0.076,0.137,0.169,1.98,0.684
9283,0.357,0.259,0.167,0.079,0.196,0.564,0.541
9284,0.692,0.497,0.299,0.144,0.151,1.559,0.986
9285,0.947,0.353,0.085,0.119,0.013,1.732,0.319
9286,0.849,0.054,0.084,0.141,0.129,1.637,0.883
9287,0.605,0.21,0.255,0.093,0.093,1.89,0.958
9288,0.732,0.245,0.179,0.05,0.15,1.028,0.715
9289,0.629,0.315,0.067,0.181,0.082,1.014,0.098
9290,0.648,0.119,0.032,0.066,0.126,0.579,0.465
9291,0.827,0.157,0.265,0.161,0.142,1.973,0.829
9292,0.789,0.537,0.227,0.161,0.199,1.126,0.538
9293,0.811,0.68,0.306,0.178,0.019,0.65,0.113
9294,0.584,0.029,0.584,0.159,0.039,1.345,0.006
9295,0.795,0.149,0.331,0.144,0.069,1.808,0.134
9296,0.809,0.288,0.119,0.04,0.181,1.281,0.221
9297,0.709,0.107,0.028,0.163,0.136,0.927,0.449
9298,0.339,0.571,0.144,0.162,0.073,1.353,0.781
9299,0.603,0.241,0.301,0.103,0.025,1.969,0.614
9300,0.58,0.284,0.294,0.183,0.152,1.979,0.501
9301,0.471,0.173,0.198,0.19,0.188,1.111,0.307
9302,0.574,0.428,0.106,0.077,0.174,0.993,0.126
9303,0.717,0.592,0.47,0.094,0.066,0.905,0.95
9304,0.694,0.138,0.194,0.055,0.178,1.126,0.758
9305,0.64,0.306,0.09,0.198,0.176,1.216,0.295
9306,0.822,0.088,0.078,0.176,0.049,1.466,0.528
9307,0.709,0.131,0.217,0.059,0.164,0.979,0.092
9308,0.799,0.456,0.264,0.014,0.102,0.956,0.608
9309,0.562,0.209,0.132,0.038,0.049,1.505,0.076
9310,0.638,0.558,0.241,0.117,0.059,0.998,0.181
9311,0.782,0.441,0.31,0.029,0.019,0.715,0.525
9312,0.672,0.554,0.113,0.075,0.191,1.653,0.274
9313,0.82,0.49,0.382,0.07,0.11,1.158,0.638
9314,0.741,0.434,0.075,0.094,0.099,1.749,0.763
9315,0.814,0.403,0.052,0.194,0.109,1.728,0.322
9316,0.259,0.608,0.157,0.105,0.16,0.658,0.077
9317,0.783,0.139,0.031,0.031,0.181,1.332,0.328
9318,0.614,0.129,0.201,0.048,0.165,1.488,0.355
9319,0.255,0.408,0.202,0.039,0.121,0.621,0.068
9320,0.685,0.649,0.046,0.155,0.038,1.445,0.029
9321,0.507,0.156,0.33,0.131,0.168,1.35,0.81
9322,0.907,0.322,0.084,0.187,0.179,1.627,0.37
9323,0.572,0.192,0.218,0.166,0.152,0.819,0.255
9324,0.797,0.557,0.245,0.125,0.135,1.112,0.887
9325,0.609,0.266,0.375,0.125,0.121,1.497,0.028
9326,0.435,0.488,0.049,0.196,0.156,1.923,0.204
9327,0.691,0.311,0.35,0.056,0.099,0.58,0.571
9328,0.664,0.313,0.205,0.092,0.019,1.693,0.711
9329,0.621,0.362,0.184,0.071,0.098,0.758,0.505
9330,0.793,0.512,0.159,0.02,0.02,0.954,0.356
9331,0.763,0.128,0.096,0.089,0.124,1.277,0.722
9332,0.651,0.326,0.21,0.149,0.076,1.496,0.85
9333,0.423,0.354,0.136,0.088,0.034,0.635,0.948
9334,0.712,0.063,0.388,0.049,0.123,1.471,0.986
9335,0.74,0.388,0.311,0.095,0.108,1.184,0.194
9336,0.506,0.212,0.224,0.009,0.022,1.957,0.164
9337,0.77,0.401,0.424,0.001,0.193,0.94,0.042
9338,0.389,0.01,0.178,0.066,0.045,1.742,0.211
9339,0.662,0.572,0.035,0.172,0.048,0.834,0.237
9340,0.774,0.496,0.164,0.081,0.111,1.707,0.552
9341,0.805,0.318,0.042,0.019,0.188,1.503,0.694
9342,0.664,0.049,0.108,0.178,0.018,1.341,0.803
9343,0.624,0.037,0.056,0.119,0.074,1.65,0.373
9344,0.536,0.675,0.221,0.023,0.171,0.867,0.616
9345,0.433,0.182,0.399,0.125,0.007,1.282,0.927
9346,0.784,0.563,0.133,0.007,0.055,1.81,0.069
9347,0.294,0.113,0.417,0.076,0.169,0.908,0.713
9348,0.678,0.387,0.381,0.092,0.119,1.011,0.752
9349,0.666,0.192,0.036,0.163,0.177,1.288,0.093
9350,0.677,0.153,0.118,0.029,0.154,0.842,0.919
9351,0.526,0.118,0.39,0.009,0.127,0.89,0.666
9352,0.617,0.286,0.329,0.144,0.055,0.808,0.558
9353,0.808,0.097,0.064,0.019,0.118,1.721,0.225
9354,0.617,0.313,0.209,0.082,0.193,1.895,0.043
9355,0.795,0.611,0.317,0.087,0.112,1.325,0.48
9356,0.892,0.227,0.089,0.166,0.161,0.628,0.492
9357,0.64,0.237,0.197,0.187,0.174,1.179,0.24
9358,0.356,0.175,0.111,0.029,0.011,1.993,0.319
9359,0.75,0.105,0.028,0.073,0.167,0.74,0.299
9360,0.506,0.089,0.043,0.064,0.165,1.337,0.86
9361,0.671,0.38,0.269,0.109,0.028,0.576,0.697
9362,0.923,0.138,0.183,0.184,0.109,1.543,0.199
9363,0.657,0.106,0.335,0.022,0.107,0.867,0.215
9364,0.533,0.222,0.162,0.063,0.182,1.619,0.399
9365,0.784,0.183,0.053,0.083,0.027,1.201,0.141
9366,0.546,0.146,0.092,0.083,0.059,1.917,0.029
9367,0.704,0.598,0.13,0.198,0.016,0.57,0.623
9368,0.832,0.123,0.158,0.081,0.113,1.203,0.484
9369,0.774,0.318,0.072,0.119,0.103,1.232,0.506
9370,0.572,0.15,0.332,0.036,0.087,0.755,0.766
9371,0.609,0.178,0.194,0.079,0.151,1.691,0.32
9372,0.508,0.519,0.333,0.182,0.163,0.503,0.553
9373,0.837,0.047,0.155,0.19,0.165,1.894,0.18
9374,0.226,0.363,0.213,0.073,0.098,1.829,0.284
9375,0.527,0.406,0.055,0.11,0.053,0.548,0.249
9376,0.435,0.163,0.137,0.093,0.084,1.759,0.537
9377,0.618,0.185,0.17,0.05,0.003,1.337,0.077
9378,0.423,0.189,0.128,0.189,0.059,1.922,0.252
9379,0.466,0.211,0.32,0.175,0.145,0.872,0.95
9380,0.909,0.565,0.156,0.051,0.04,1.277,0.634
9381,0.392,0.167,0.434,0.026,0.039,1.957,0.298
9382,0.817,0.102,0.164,0.009,0.071,1.178,0.083
9383,0.457,0.646,0.577,0.098,0.141,1.757,0.207
9384,0.887,0.365,0.106,0.052,0.061,1.206,0.818
9385,0.491,0.362,0.354,0.0,0.181,1.036,0.132
9386,0.635,0.205,0.226,0.04,0.072,1.397,0.851
9387,0.654,0.066,0.303,0.17,0.081,1.446,0.73
9388,0.613,0.37,0.075,0.196,0.059,1.297,0.242
9389,0.658,0.465,0.435,0.031,0.094,0.755,0.989
9390,0.498,0.369,0.171,0.166,0.096,0.881,0.348
9391,0.593,0.25,0.128,0.174,0.033,1.565,0.174
9392,0.529,0.52,0.064,0.114,0.125,1.486,0.75
9393,0.714,0.13,0.151,0.106,0.136,1.009,0.508
9394,0.915,0.262,0.264,0.155,0.15,0.516,0.119
9395,0.746,0.355,0.149,0.187,0.054,1.159,0.832
9396,0.721,0.35,0.239,0.102,0.077,1.319,0.344
9397,0.535,0.363,0.3,0.018,0.149,0.872,0.339
9398,0.858,0.42,0.021,0.073,0.18,1.796,0.27
9399,0.574,0.383,0.07,0.173,0.14,0.525,0.461
9400,0.572,0.205,0.066,0.12,0.192,0.828,0.864
9401,0.899,0.176,0.217,0.111,0.093,1.564,0.54
9402,0.884,0.335,0.139,0.139,0.088,1.554,0.081
9403,0.596,0.355,0.115,0.126,0.132,1.27,0.864
9404,0.699,0.11,0.235,0.113,0.051,1.337,0.99
9405,0.82,0.159,0.404,0.169,0.108,1.631,0.363
9406,0.426,0.441,0.168,0.109,0.066,1.536,0.208
9407,0.435,0.112,0.179,0.074,0.006,1.875,0.496
9408,0.474,0.293,0.038,0.043,0.076,1.259,0.503
9409,0.447,0.087,0.09,0.008,0.064,1.67,0.717
9410,0.698,0.124,0.28,0.143,0.017,1.765,0.9
9411,0.663,0.148,0.109,0.007,0.114,1.089,0.16
9412,0.675,0.556,0.152,0.087,0.064,1.434,0.52
9413,0.852,0.233,0.05,0.087,0.084,1.761,0.247
9414,0.71,0.069,0.33,0.057,0.045,1.252,0.269
9415,0.731,0.453,0.066,0.095,0.129,0.572,0.318
9416,0.433,0.233,0.342,0.081,0.122,1.634,0.99
9417,0.617,0.256,0.074,0.156,0.134,1.145,0.484
9418,0.623,0.416,0.268,0.189,0.066,1.375,0.333
9419,0.876,0.288,0.147,0.176,0.113,1.328,0.984
9420,0.165,0.269,0.188,0.106,0.037,1.261,0.427
9421,0.821,0.127,0.243,0.194,0.017,0.545,0.057
9422,0.658,0.143,0.281,0.133,0.137,1.5,0.509
9423,0.824,0.226,0.048,0.092,0.159,1.064,0.397
9424,0.826,0.525,0.169,0.19,0.179,0.963,0.12
9425,0.832,0.445,0.221,0.166,0.027,1.101,0.354
9426,0.727,0.315,0.24,0.119,0.146,0.765,0.643
9427,0.717,0.647,0.064,0.037,0.174,1.473,0.337
9428,0.614,0.177,0.055,0.096,0.028,1.417,0.531
9429,0.382,0.287,0.147,0.073,0.174,1.114,0.57
9430,0.844,0.261,0.354,0.187,0.172,1.143,0.566
9431,0.407,0.454,0.322,0.045,0.039,1.004,0.689
9432,0.663,0.218,0.112,0.006,0.107,0.542,0.666
9433,0.835,0.108,0.222,0.167,0.011,1.603,0.14
9434,0.712,0.369,0.079,0.084,0.07,0.837,0.255
9435,0.801,0.718,0.126,0.072,0.156,1.93,0.213
9436,0.793,0.028,0.236,0.101,0.008,1.337,0.154
9437,0.649,0.172,0.09,0.031,0.098,1.205,0.577
9438,0.634,0.512,0.09,0.128,0.149,0.508,0.106
9439,0.85,0.561,0.321,0.176,0.023,1.259,0.314
9440,0.534,0.545,0.075,0.151,0.141,0.717,0.945
9441,0.686,0.33,0.289,0.095,0.068,1.835,0.781
9442,0.863,0.407,0.517,0.087,0.106,0.852,0.286
9443,0.627,0.5,0.163,0.152,0.051,1.001,0.802
9444,0.572,0.369,0.116,0.017,0.026,1.988,0.823
9445,0.686,0.441,0.089,0.164,0.086,1.988,0.75
9446,0.72,0.447,0.062,0.059,0.005,1.495,0.536
9447,0.308,0.476,0.139,0.162,0.087,0.509,0.137
9448,0.706,0.397,0.219,0.171,0.158,1.851,0.811
9449,0.684,0.098,0.165,0.12,0.04,1.21,0.905
9450,0.955,0.65,0.136,0.091,0.015,1.102,0.135
9451,0.86,0.588,0.02,0.181,0.014,1.907,0.439
9452,0.592,0.426,0.086,0.099,0.197,1.034,0.824
9453,0.836,0.106,0.241,0.191,0.035,1.575,0.588
9454,0.735,0.082,0.117,0.062,0.002,0.975,0.346
9455,0.457,0.364,0.039,0.198,0.087,0.814,0.478
9456,0.666,0.483,0.175,0.192,0.061,1.289,0.005
9457,0.729,0.338,0.24,0.146,0.151,0.709,0.328
9458,0.546,0.45,0.042,0.083,0.019,0.971,0.072
9459,0.745,0.309,0.26,0.077,0.084,1.305,0.053
9460,0.727,0.34,0.17,0.19,0.188,1.65,0.262
9461,0.679,0.328,0.318,0.056,0.023,1.03,0.002
